key,message_id,status,timestamp
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSRUM0MDM5OEY1MjE5RDQ4QUQwAA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSRUM0MDM5OEY1MjE5RDQ4QUQwAA==,delivered,
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQ0MyNjA2NjJGNzIwQkFERTg1AA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQ0MyNjA2NjJGNzIwQkFERTg1AA==,delivered,
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSQjJGMTNGQzkxQkVBRTRCMkIyAA==:read,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSQjJGMTNGQzkxQkVBRTRCMkIyAA==,read,
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSRDlCNTY5MkFDN0UzNjNBQUI2AA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSRDlCNTY5MkFDN0UzNjNBQUI2AA==,delivered,
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSQjQ1QjAxOTdGMjU0Q0M0QzlCAA==:read,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSQjQ1QjAxOTdGMjU0Q0M0QzlCAA==,read,
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSMEEzMUI3QjVGQTM0QkMwOUZFAA==:read,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSMEEzMUI3QjVGQTM0QkMwOUZFAA==,read,
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSN0FEMDk4MjZEMjczODgxMUQ0AA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSN0FEMDk4MjZEMjczODgxMUQ0AA==,delivered,
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMTY4MDRERjhGQzRCNUEyQzJFAA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMTY4MDRERjhGQzRCNUEyQzJFAA==,delivered,
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSRDk1Qzk0QjI5RDgyODcwNjY5AA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSRDk1Qzk0QjI5RDgyODcwNjY5AA==,delivered,
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSMTI5QzUxNzM1RkQ2N0UzRDg2AA==:delivered,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSMTI5QzUxNzM1RkQ2N0UzRDg2AA==,delivered,
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSMTI5QzUxNzM1RkQ2N0UzRDg2AA==:read,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSMTI5QzUxNzM1RkQ2N0UzRDg2AA==,read,
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSOEZERDY5RDZFNjQyRDVCQ0ExAA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSOEZERDY5RDZFNjQyRDVCQ0ExAA==,delivered,
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMDY4RjVDMUU4NEEwMUE4NDQ2AA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMDY4RjVDMUU4NEEwMUE4NDQ2AA==,delivered,
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSNTkxMUY2NDBDMDZFMDlEQTgzAA==:delivered,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSNTkxMUY2NDBDMDZFMDlEQTgzAA==,delivered,
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSNTkxMUY2NDBDMDZFMDlEQTgzAA==:read,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSNTkxMUY2NDBDMDZFMDlEQTgzAA==,read,
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSRTMyOTFGMjUwMTM3Q0E4OEJBAA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSRTMyOTFGMjUwMTM3Q0E4OEJBAA==,delivered,
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSRUU5N0MxODlGQUZBRDk3REI3AA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSRUU5N0MxODlGQUZBRDk3REI3AA==,delivered,
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNkIyQTEwNkEwRjE2MDUwMzE2AA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNkIyQTEwNkEwRjE2MDUwMzE2AA==,delivered,
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMDQ2NjlCRkEwMkUzQUI3RDI4AA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMDQ2NjlCRkEwMkUzQUI3RDI4AA==,delivered,
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNzRDNjQ2QzQ0MkNCNEFFNDQ1AA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNzRDNjQ2QzQ0MkNCNEFFNDQ1AA==,delivered,
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSOUU4NDlCNUEzQjI0OUEyRjlGAA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSOUU4NDlCNUEzQjI0OUEyRjlGAA==,delivered,
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQjk4NkQ5ODZBRUQzQTI4QjM1AA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQjk4NkQ5ODZBRUQzQTI4QjM1AA==,delivered,
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNjRFMjFDQzQ0RjE1RDlDMjk0AA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNjRFMjFDQzQ0RjE1RDlDMjk0AA==,delivered,
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMzczRTRCQkNDMEE2Q0M2RTZGAA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMzczRTRCQkNDMEE2Q0M2RTZGAA==,delivered,
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSOTkyREVDRkNDOEQxMTFGMUI2AA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSOTkyREVDRkNDOEQxMTFGMUI2AA==,delivered,
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNjRBODc0M0JEQzVBRkM2MTNGAA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNjRBODc0M0JEQzVBRkM2MTNGAA==,delivered,
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSREM5NDg4QzA5OTdCMkVDNjhDAA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSREM5NDg4QzA5OTdCMkVDNjhDAA==,delivered,
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSREQzRDRDN0E3RDE1MjZCMDA5AA==:delivered,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSREQzRDRDN0E3RDE1MjZCMDA5AA==,delivered,
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSREQzRDRDN0E3RDE1MjZCMDA5AA==:read,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSREQzRDRDN0E3RDE1MjZCMDA5AA==,read,
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSQUE2MkRBNjI5RTE3NjA3QkE0AA==:delivered,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSQUE2MkRBNjI5RTE3NjA3QkE0AA==,delivered,2026-09-15T06:09:38.105782
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMUJERUNERUJDRERGRDMzNkFBAA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMUJERUNERUJDRERGRDMzNkFBAA==,delivered,2026-09-15T06:09:44.819076
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSQUE2MkRBNjI5RTE3NjA3QkE0AA==:read,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSQUE2MkRBNjI5RTE3NjA3QkE0AA==,read,2026-09-15T06:17:46.833252
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNjRFMjFDQzQ0RjE1RDlDMjk0AA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNjRFMjFDQzQ0RjE1RDlDMjk0AA==,read,2026-09-15T10:58:00.272929
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNjRBODc0M0JEQzVBRkM2MTNGAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNjRBODc0M0JEQzVBRkM2MTNGAA==,read,2026-09-15T10:58:07.093330
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMzczRTRCQkNDMEE2Q0M2RTZGAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMzczRTRCQkNDMEE2Q0M2RTZGAA==,read,2026-09-15T10:58:12.738374
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMUJERUNERUJDRERGRDMzNkFBAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMUJERUNERUJDRERGRDMzNkFBAA==,read,2026-09-15T10:58:20.184119
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQjk4NkQ5ODZBRUQzQTI4QjM1AA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQjk4NkQ5ODZBRUQzQTI4QjM1AA==,read,2026-09-15T10:58:26.066023
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSREM5NDg4QzA5OTdCMkVDNjhDAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSREM5NDg4QzA5OTdCMkVDNjhDAA==,read,2026-09-15T10:58:32.701274
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSOTkyREVDRkNDOEQxMTFGMUI2AA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSOTkyREVDRkNDOEQxMTFGMUI2AA==,read,2026-09-15T10:58:38.480842
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSOUU4NDlCNUEzQjI0OUEyRjlGAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSOUU4NDlCNUEzQjI0OUEyRjlGAA==,read,2026-09-15T10:58:57.802941
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSODY4QUFEODcyRkU0ODM1NkE5AA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSODY4QUFEODcyRkU0ODM1NkE5AA==,delivered,2026-09-16T03:19:22.355213
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSODY4QUFEODcyRkU0ODM1NkE5AA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSODY4QUFEODcyRkU0ODM1NkE5AA==,read,2026-09-16T03:21:35.243194
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQTc2NkE2MTY5OEVCMjlFM0VBAA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQTc2NkE2MTY5OEVCMjlFM0VBAA==,delivered,2026-09-16T05:06:47.094751
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQTc2NkE2MTY5OEVCMjlFM0VBAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQTc2NkE2MTY5OEVCMjlFM0VBAA==,read,2026-09-16T05:06:55.958543
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSNTZCNDg4M0U0Qzc4OTMxNDU0AA==:delivered,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSNTZCNDg4M0U0Qzc4OTMxNDU0AA==,delivered,2026-09-16T05:07:02.375782
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSOUQyOUQxNDM5MUYxNjVCODFCAA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSOUQyOUQxNDM5MUYxNjVCODFCAA==,delivered,2026-09-16T05:28:15.752849
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSOUQyOUQxNDM5MUYxNjVCODFCAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSOUQyOUQxNDM5MUYxNjVCODFCAA==,read,2026-09-16T05:28:22.881681
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNUY4QkU2MkM0MTU3MUNFMTU3AA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNUY4QkU2MkM0MTU3MUNFMTU3AA==,read,2026-09-16T05:30:48.997263
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQzk1MUFFNUNEN0RFNERFQUE1AA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQzk1MUFFNUNEN0RFNERFQUE1AA==,read,2026-09-16T05:31:08.367490
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNkE0QzYzNTU0MEU0RkY4MEE2AA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNkE0QzYzNTU0MEU0RkY4MEE2AA==,read,2026-09-16T05:31:32.853041
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQjM5NjQ2QzcxMjk2MUY4QTY2AA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQjM5NjQ2QzcxMjk2MUY4QTY2AA==,read,2026-09-16T05:31:53.195228
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSRUZCM0VCMDY3Nzk4RjY3M0I3AA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSRUZCM0VCMDY3Nzk4RjY3M0I3AA==,read,2026-09-16T05:32:31.352223
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMzJBRUNGQkE0RDEwREIyRkIxAA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMzJBRUNGQkE0RDEwREIyRkIxAA==,delivered,2026-09-16T05:33:45.114907
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMzJBRUNGQkE0RDEwREIyRkIxAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMzJBRUNGQkE0RDEwREIyRkIxAA==,read,2026-09-16T05:35:03.522834
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSRUQ0NUNEOTFEQzRGMUY2QjU3AA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSRUQ0NUNEOTFEQzRGMUY2QjU3AA==,read,2026-09-16T05:35:56.085443
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMzJFQUI0N0JCQ0FDOUYxMDMzAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMzJFQUI0N0JCQ0FDOUYxMDMzAA==,read,2026-09-16T05:36:08.472339
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNTA2QUIyNUJCMzBCNEE3RDNBAA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNTA2QUIyNUJCMzBCNEE3RDNBAA==,delivered,2026-09-16T05:36:19.052040
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNTA2QUIyNUJCMzBCNEE3RDNBAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNTA2QUIyNUJCMzBCNEE3RDNBAA==,read,2026-09-16T05:37:01.360001
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQUNEOTYxQTE0RDU5NEZFNzgwAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQUNEOTYxQTE0RDU5NEZFNzgwAA==,read,2026-09-16T05:37:31.665118
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMzRGMTRGRkEwM0NDOUVDMjc3AA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMzRGMTRGRkEwM0NDOUVDMjc3AA==,read,2026-09-16T05:37:50.320212
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSRjhGMDJGMzJENjFEMTg2QzExAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSRjhGMDJGMzJENjFEMTg2QzExAA==,read,2026-09-16T05:39:36.860391
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNDgzOENDNENDRTA2MjczMkQ0AA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNDgzOENDNENDRTA2MjczMkQ0AA==,read,2026-09-16T05:39:47.845532
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSN0QwNURFOEYzMjkyOUU1NTJEAA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSN0QwNURFOEYzMjkyOUU1NTJEAA==,delivered,2026-09-16T05:40:08.100384
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSN0QwNURFOEYzMjkyOUU1NTJEAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSN0QwNURFOEYzMjkyOUU1NTJEAA==,read,2026-09-16T05:40:18.471290
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQTE1RTVGMEE2Nzc3RTQ0RTM3AA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQTE1RTVGMEE2Nzc3RTQ0RTM3AA==,read,2026-09-16T05:40:41.755490
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNjc1OEUwMjQ2NzI1OEM5N0VGAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNjc1OEUwMjQ2NzI1OEM5N0VGAA==,read,2026-09-16T05:41:35.343650
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMUNCM0UxQUI2N0I0ODdFRjdDAA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMUNCM0UxQUI2N0I0ODdFRjdDAA==,delivered,2026-09-16T05:44:29.358687
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMUNCM0UxQUI2N0I0ODdFRjdDAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMUNCM0UxQUI2N0I0ODdFRjdDAA==,read,2026-09-16T05:44:37.351244
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNkNCREREQkQzRkJBOUE3ODREAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNkNCREREQkQzRkJBOUE3ODREAA==,read,2026-09-16T05:45:13.945012
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQ0UwOUM2RDY3MzlEOUY1MDQyAA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQ0UwOUM2RDY3MzlEOUY1MDQyAA==,delivered,2026-09-16T05:47:28.867082
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQ0UwOUM2RDY3MzlEOUY1MDQyAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQ0UwOUM2RDY3MzlEOUY1MDQyAA==,read,2026-09-16T05:47:41.580899
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQUQzNTZGQzM5NDg3MEE3MDQzAA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQUQzNTZGQzM5NDg3MEE3MDQzAA==,delivered,2026-09-16T05:52:58.358255
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQUQzNTZGQzM5NDg3MEE3MDQzAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSQUQzNTZGQzM5NDg3MEE3MDQzAA==,read,2026-09-16T06:14:58.782173
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSNTZCNDg4M0U0Qzc4OTMxNDU0AA==:read,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSNTZCNDg4M0U0Qzc4OTMxNDU0AA==,read,2026-09-16T06:26:45.194829
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSRjhFNUJGNDZDODlENTNCMkE1AA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSRjhFNUJGNDZDODlENTNCMkE1AA==,read,2026-09-16T14:12:04.415576
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSOTEzMjQ0MENEQzZGNDlEMjAwAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSOTEzMjQ0MENEQzZGNDlEMjAwAA==,read,2026-09-16T14:12:30.442721
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMTRFOTk0RTFCMzU5MkE5QzFGAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMTRFOTk0RTFCMzU5MkE5QzFGAA==,read,2026-09-16T14:12:54.998127
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSOEY1NEE1MUU0MzVENUYxMzcyAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSOEY1NEE1MUU0MzVENUYxMzcyAA==,read,2026-09-16T14:13:21.733752
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSOTg3N0M3RTdCODEyMzQwMDg4AA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSOTg3N0M3RTdCODEyMzQwMDg4AA==,read,2026-09-16T14:14:06.308806
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSODAwNkFCMkIyMDJGRjY3RTYzAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSODAwNkFCMkIyMDJGRjY3RTYzAA==,read,2026-09-16T14:14:30.047482
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMjUzNEQ2QTE5N0Y1QkZCQjgwAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMjUzNEQ2QTE5N0Y1QkZCQjgwAA==,read,2026-09-16T14:15:04.209757
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNUI3M0U0NDk0NDA3NDM4RkFDAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNUI3M0U0NDk0NDA3NDM4RkFDAA==,read,2026-09-16T14:15:44.819493
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNUI3M0U0NDk0NDA3NDM4RkFDAA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSNUI3M0U0NDk0NDA3NDM4RkFDAA==,delivered,2026-09-16T14:15:53.197579
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSODRBRTdGQzY5Mjc1OURFRTIyAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSODRBRTdGQzY5Mjc1OURFRTIyAA==,read,2026-09-16T14:26:53.117562
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMEI2Qzk1MTUzQUNGM0IwQTJDAA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMEI2Qzk1MTUzQUNGM0IwQTJDAA==,delivered,2026-09-16T14:31:52.894285
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMEI2Qzk1MTUzQUNGM0IwQTJDAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMEI2Qzk1MTUzQUNGM0IwQTJDAA==,read,2026-09-16T14:31:59.913753
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMEYxNjMxODBBMzhCRDExQTEzAA==:delivered,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMEYxNjMxODBBMzhCRDExQTEzAA==,delivered,2026-09-16T14:34:48.031353
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMEYxNjMxODBBMzhCRDExQTEzAA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSMEYxNjMxODBBMzhCRDExQTEzAA==,read,2026-09-16T14:34:55.004689
wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSRDgwMUU5OTUyQjdDOUQ4MTg5AA==:read,wamid.HBgMOTE5NTM1NTA3MjU1FQIAERgSRDgwMUU5OTUyQjdDOUQ4MTg5AA==,read,2026-09-16T14:39:16.086705
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSMDIxOUQwOUExN0YzOEU0MEMwAA==:delivered,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSMDIxOUQwOUExN0YzOEU0MEMwAA==,delivered,2026-09-16T14:39:27.859675
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSMDIxOUQwOUExN0YzOEU0MEMwAA==:read,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSMDIxOUQwOUExN0YzOEU0MEMwAA==,read,2026-09-16T16:21:44.325423
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSMDk5NzdBRjU2RjA3NTQwREE2AA==:read,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSMDk5NzdBRjU2RjA3NTQwREE2AA==,read,2026-09-16T16:22:10.557838
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSMUU5MkZDMzVDQjcxRjEzMjIxAA==:read,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSMUU5MkZDMzVDQjcxRjEzMjIxAA==,read,2026-09-16T16:22:38.501360
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSQjhCMDVGMThBODQwREMyNkNEAA==:read,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSQjhCMDVGMThBODQwREMyNkNEAA==,read,2026-09-16T16:23:13.573427
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSNzg3REVGMTFDOEY2OERFOTE5AA==:read,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSNzg3REVGMTFDOEY2OERFOTE5AA==,read,2026-09-16T16:23:42.943746
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSODc4Q0UzQ0M5OEE2MEFCMjQ5AA==:read,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSODc4Q0UzQ0M5OEE2MEFCMjQ5AA==,read,2026-09-16T16:24:11.701911
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSNDQzNkU3NUZCMDc0MTM1M0QxAA==:read,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSNDQzNkU3NUZCMDc0MTM1M0QxAA==,read,2026-09-16T16:24:41.661796
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSRUE0ODBEN0E5RjY0NDQwRTY4AA==:read,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSRUE0ODBEN0E5RjY0NDQwRTY4AA==,read,2026-09-16T16:25:10.556894
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSQjUxOEIwMzdCQzlBQjlFNEMyAA==:read,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSQjUxOEIwMzdCQzlBQjlFNEMyAA==,read,2026-09-16T16:25:46.089594
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSQjgyQjJDMEJGQkY5NEUzRDBDAA==:read,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSQjgyQjJDMEJGQkY5NEUzRDBDAA==,read,2026-09-16T16:26:14.076591
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSOTM0NUIwRkMxNTk3MEQzQ0M1AA==:read,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSOTM0NUIwRkMxNTk3MEQzQ0M1AA==,read,2026-09-16T16:26:41.468331
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSNzI4ODdCN0IwQjVGMTk5MEVCAA==:read,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSNzI4ODdCN0IwQjVGMTk5MEVCAA==,read,2026-09-16T16:27:09.562726
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSNDExNzJDNkI2RUQwQzIyRDBFAA==:read,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSNDExNzJDNkI2RUQwQzIyRDBFAA==,read,2026-09-16T16:28:34.885135
wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSRjg5Q0VBNUJFOUZDQTVDNkMwAA==:read,wamid.HBgMOTE5MTA4NzExNTk5FQIAERgSRjg5Q0VBNUJFOUZDQTVDNkMwAA==,read,2026-09-16T16:29:02.366239
